file_name,text,origin_value,attri_value
output_images_00030/122697.png,A futuristic robot with a bird-like head playing an electric guitar.,0.0458520650863647,0.542175
output_images_00002/012610.png,A person wearing a black hoodie with short brown hair smiling.,0.0646807700395584,0.581165
output_images_00029/116467.png,"A person with short, wavy hair wearing a sleeveless top and an earring.",0.0556837618350982,0.562755
output_images_00013/131573.png,A red cabin in a forest with a large orange sun in the sky.,0.050379529595375,0.551725
output_images_00004/035682.png,A depiction of Jesus Christ on the cross surrounded by four figures in robes.,0.0564068183302879,0.564145
output_images_00003/016059.png,A person wearing black sunglasses and a black shirt against a gray background.,0.0591933652758598,0.569555
output_images_00008/083153.png,A close-up of a knight wearing a detailed helmet with gold accents and a dark cloak.,0.0632065832614898,0.577845
output_images_00018/021012.png,"A cozy living room with a large window overlooking a scenic ocean view, featuring a white sofa, a wooden coffee table, and vibrant indoor plants.",0.0539430379867553,0.558785
output_images_00021/044687.png,"A red, spiky, four-legged creature with a large open mouth and sharp teeth, standing on a bloody ground.",0.0591948926448822,0.569575
output_images_00005/038491.png,A man with a beard wearing a suit is typing on a keyboard with an intense expression.,0.0329095423221588,0.514665
output_images_00008/067608.png,A green-skinned fairy with white curly hair and glowing wings adorned with golden sparkles.,0.029892548918724,0.507955
output_images_00028/101247.png,"A woman in a white dress stands by a river, facing a large, shadowy creature with antlers and wings, set against a backdrop of mountains and a full moon.",0.0335048884153366,0.516015
output_images_00006/059899.png,A red sports car with pop-up headlights and a distinctive front grille.,0.068141296505928,0.588205
output_images_00016/162011.png,Two men in suits playing cards at a table.,0.0488518700003623,0.548385
output_images_00019/023168.png,"A futuristic structure with a large waterfall in a mountainous landscape, surrounded by cliffs and a river.",0.0421014130115509,0.534125
output_images_00012/114152.png,A mysterious house in a foggy forest with a stone path leading to it.,0.0736311972141265,0.598565
output_images_00007/062287.png,A woman in an orange robe standing in front of a radiant light burst.,0.0425767749547958,0.535025
output_images_00027/094205.png,A group of five superheroes in colorful costumes standing on a dirt road with a scenic background.,0.0424139201641082,0.534725
output_images_00004/036720.png,"A person wearing a dark hooded cloak with gold trim, featuring intricate black face paint and red eyes, set against a blurred natural background.",0.0596791356801986,0.570495
output_images_00019/022362.png,A giant man in a trench coat walking down a foggy street with a small child standing nearby.,0.0301199853420257,0.508455
output_images_00016/160712.png,"A green frog with red eyes sitting inside an hourglass filled with sand, with a full moon in the background.",0.0268184542655944,0.501385
output_images_00022/051489.png,A man wearing a futuristic white and black armor standing in front of a row of similar figures.,0.0596688687801361,0.570465
output_images_00022/051309.png,A woman in a black dress playing an electric guitar in a field at sunset,0.0406079739332199,0.531105
output_images_00018/186277.png,A person with a beard and mustache illuminated by red light with glowing lines emanating from their mouth.,0.0360139459371566,0.521225
output_images_00018/183813.png,"A person wearing a green jacket and carrying a backpack stands on a city street, holding a card.",0.05641970038414,0.564155
output_images_00023/053780.png,Two raccoons are eating salad from a bowl in a kitchen.,0.0364213734865188,0.522185
output_images_00030/120582.png,A cityscape at sunset with tall buildings and a bright sun in the sky.,0.0659580379724502,0.583835
output_images_00007/063428.png,A red dragon flying through the clouds with mountains in the background.,0.0456675291061401,0.541705
output_images_00010/091086.png,A muscular man walking on a dirt path with flames surrounding his body.,0.0303004384040832,0.508765
output_images_00027/096780.png,A woman in a white dress standing on a stage under a spotlight with a full moon in the background.,0.0565207451581954,0.564325
output_images_00011/110287.png,"A soccer stadium with red curtains framing the view, illuminated by bright lights.",0.0356629937887191,0.520445
output_images_00006/057854.png,A person wearing a dark hooded jacket with glowing eyes in a dimly lit environment.,0.0524162352085113,0.555635
output_images_00014/138661.png,A woman wearing a white sports bra and pink pants standing in a pink-lit room.,0.0410840511322021,0.532085
output_images_00030/119513.png,"A person wearing a crown and holding a statue of a cat, illuminated by neon lights.",0.0375250726938247,0.524435
output_images_00029/115620.png,A man in a red suit and tie standing in a dimly lit room with a lamp in the background.,0.0668344795703888,0.585505
output_images_00005/041715.png,A futuristic robot with a gas mask standing in a hospital corridor.,0.0265086144208908,0.500655
output_images_00029/117644.png,"A blue dragon with orange horns and spikes emerging from a body of water, surrounded by rocky cliffs.",0.0566163808107376,0.564525
output_images_00020/031624.png,A person with dark hair wearing a lace top.,0.0454862117767334,0.541235
output_images_00007/066497.png,"A woman with long blonde hair wearing a floral crown and a medieval-style dress, standing in a forest.",0.0594096779823303,0.570035
output_images_00015/154962.png,A green alien creature with glowing red eyes wearing a green jacket standing in an alleyway.,0.0493831932544708,0.549635
output_images_00003/016009.png,"A person carrying a backpack with a cat sitting on top, walking down a city street at night.",0.0524168983101844,0.555645
output_images_00028/099713.png,"A futuristic cityscape with tall buildings, wet streets, and people walking in the rain.",0.0466070771217346,0.543815
output_images_00008/067675.png,"A woman in a flowing teal dress with intricate gold detailing, wearing a crown and standing in a mystical forest with sunlight streaming through the trees.",0.0521094501018524,0.555025
output_images_00008/084738.png,"A man wearing a red cloak with white fur trim and gold embellishments, standing against a dark background.",0.067323625087738,0.586535
output_images_00030/123019.png,A person with long blue hair wearing a detailed gold crown and a blue and gold garment.,0.0341177433729171,0.517225
output_images_00020/029168.png,"Two robotic creatures on a barren, rocky landscape under a starry sky.",0.0339700728654861,0.516955
output_images_00029/117381.png,"A glowing, fiery explosion in space with a bright central core and a surrounding ring of material.",0.0361075028777122,0.521455
output_images_00006/060053.png,A giant wizard in a blue robe standing on a rocky terrain with clouds around him.,0.0309914946556091,0.510465
output_images_00024/071247.png,"A person wearing a dark blue hoodie with arms crossed, standing indoors with a blurred background.",0.0601245909929275,0.571415
output_images_00002/013408.png,A breathtaking sunset over a lush green canyon with tall trees and vibrant flowers.,0.0622768253087997,0.575685
output_images_00003/019348.png,A blue-haired anime character wearing headphones and a red and black outfit with gold accents.,0.0360907763242721,0.521405
output_images_00026/080779.png,"A fantasy character with intricate teal facial designs, flowing white hair, and elaborate jewelry, set against a dark, blurred background.",0.0412016808986663,0.532325
output_images_00016/161867.png,"A person wearing a red puffer jacket, blue cap, and large sunglasses standing in an urban setting with colorful lights in the background.",0.0453417897224426,0.540975
output_images_00000/003685.png,"A monstrous creature covered in moss and thorns, standing in a misty forest.",0.0449593663215637,0.539935
output_images_00014/138820.png,A statue of a woman holding a smartphone.,0.0535120815038681,0.557775
output_images_00010/107434.png,"A tall building situated in a mountainous landscape with lush greenery, a river, and a bridge in the background.",0.0562740117311477,0.563885
output_images_00005/040731.png,An elderly man with a long beard smoking a pipe under a full moon.,0.0613220930099487,0.573835
output_images_00018/183753.png,"A glossy, reflective sculpture of a female head with vibrant orange and blue colors, set against a blurred green background.",0.0350286811590194,0.519035
output_images_00030/119549.png,A dramatic sunset over a rocky coastline with waves crashing against the cliffs and lava flowing down the rocks.,0.0303837954998016,0.508955
output_images_00023/055406.png,"A grand, ornate archway with intricate carvings and a red, illuminated pathway leading into a misty, futuristic environment.",0.0407373234629631,0.531395
output_images_00030/123772.png,Three cartoonish ants standing together in a forest setting.,0.0513562113046646,0.553675
output_images_00011/111987.png,"A woman dressed in traditional Polynesian attire, including a red top and skirt, standing on a beach with palm trees and the ocean in the background.",0.0480642169713974,0.546765
output_images_00012/115353.png,A person with short hair wearing a necklace against a black background.,0.0553224980831146,0.561975
output_images_00009/085638.png,A person wearing a traditional headdress rides a bicycle on a bridge with a cityscape in the background.,0.0490472912788391,0.548765
output_images_00020/029707.png,"A man wearing glasses, a black suit, and a blue striped tie is smiling with his arms crossed.",0.0628087371587753,0.577055
output_images_00018/021582.png,Two microscopic organisms with spiky appendages and spiral stems.,0.0612263977527618,0.573645
output_images_00002/010451.png,Two dogs wearing sunglasses sitting on a beach next to a camera on a tripod.,0.0474528521299362,0.545545
output_images_00011/108202.png,"A person with long dark hair wearing horns and pointed ears, standing against a fiery background.",0.0639765411615371,0.579535
output_images_00028/098740.png,A model walking down a runway wearing a gold and peach-colored outfit with a dramatic train and high boots.,0.0624141544103622,0.576025
output_images_00009/086908.png,"A person wearing a colorful, ornate headdress and traditional attire with intricate patterns and jewelry.",0.0659028589725494,0.583775
output_images_00004/036950.png,A black-and-white portrait of an older man wearing a dark jacket.,0.0700553283095359,0.591945
output_images_00000/003198.png,"A woman sitting on a brown leather chair with large pink flowers covering her head, in a room with a large window showing a view of trees and buildings.",0.07019904255867,0.592185
output_images_00003/017666.png,A woman in a red dress walking on a dock with an industrial structure in the background.,0.0732253938913345,0.597925
output_images_00022/049478.png,Two women in bikinis standing in clear blue water on a sunny day.,0.0595320463180542,0.570185
output_images_00028/098915.png,"A fairy with long blonde hair, wearing a golden crown, earrings, and a necklace, standing in a forest with delicate wings.",0.0319763720035553,0.512565
output_images_00006/060104.png,A woman in a flowing yellow dress standing underwater surrounded by fish.,0.0588381886482238,0.568885
output_images_00019/022246.png,"A modern building with a wooden facade and geometric window design, surrounded by greenery.",0.0731040239334106,0.597635
output_images_00003/018657.png,"An elderly man wearing a beige suit jacket, white shirt, and red tie stands in a room with a lamp and paintings.",0.0727949440479278,0.597045
output_images_00016/161323.png,"A metallic skull with glowing red eyes and a sword impaled through it, set against a hexagonal frame with red lighting.",0.0321684032678604,0.512955
output_images_00027/094402.png,"A humanoid robot with a metallic suit standing in a modern living room with a window, a sofa, and a television.",0.0535444766283035,0.557895
output_images_00010/105818.png,A futuristic robot with a single large eye and intricate mechanical details.,0.0471165478229522,0.544875
output_images_00029/103918.png,"A large, glowing red planet or moon rising over a rugged, rocky landscape with a thin atmosphere.",0.0482584610581398,0.547185
output_images_00030/123526.png,A fierce tiger roaring in a misty forest,0.0401756912469863,0.530105
output_images_00029/119306.png,"A person with short, dark hair wearing a black lace top and a leather jacket, standing in a neon-lit city street at night.",0.0398684740066528,0.529345
output_images_00006/058294.png,A person wearing a red cloak and ornate earrings standing in the sunlight.,0.0430914610624313,0.536225
output_images_00003/017308.png,A submarine navigating through an underwater cave with sunlight streaming in from above.,0.0512670949101448,0.553415
output_images_00027/097976.png,"A charming cottage with a wooden fence, surrounded by lush greenery and colorful flowers.",0.0421312302350997,0.534165
output_images_00020/029379.png,"A whimsical, orange insect with large green eyes, six legs, and two antennae, standing on a rocky ground with a misty, ancient city in the background.",0.0630557090044021,0.577535
output_images_00001/007048.png,A blood moon during a lunar eclipse.,0.0524537712335586,0.555685
output_images_00000/004122.png,Two warriors in traditional attire engaged in a sword fight on a street adorned with red lanterns.,0.0428153276443481,0.535605
output_images_00011/109505.png,An astronaut in a space suit standing against a backdrop of colorful nebulae.,0.036371961236,0.522045
output_images_00030/123273.png,"A white dragon with orange eyes and spiky scales, set against a dark, blurred background.",0.040920004248619,0.531745
output_images_00026/093381.png,Three robots walking in a desert landscape with red rock formations and a clear sky.,0.0588228106498718,0.568855
output_images_00004/037130.png,A wolf howling at the full moon on a rocky outcrop surrounded by trees.,0.0428255051374435,0.535625
output_images_00002/012853.png,"An elderly man lying in bed under a blue blanket, wearing a checkered shirt.",0.0618041083216667,0.574695
output_images_00006/058376.png,A snowy mountain landscape at sunset with snow-covered trees and clouds.,0.0374350696802139,0.524185
